id,IDTechnology,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
66,65,,171823,ab,abbasid,abbasid,shaft-mining-3,Shaft Mining,technology,Increase Villagers' gathering rate for Gold and Stone by 15%.,shaft-mining,Shaft Mining,upgrade_econ_resource_gold_harvest_rate_3,Increase Villagers' gathering rate for Gold and Stone by 15%.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
67,66,,2101643,ab,abbasid,abbasid,shipwrights-4,Shipwrights,technology,Increase the health of all military ships by +20% and ranged armor by +1.,shipwrights,Shipwrights,upgrade_naval_shipwrights,Increase the health of all military ships by +20% and ranged armor by +1.,4,,300,550,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
68,67,,127859,ab,abbasid,abbasid,siege-works-4,Siege Works,technology,New carpentry techniques increase the health of siege units by +20%.,siege-works,Siege Works,upgrade_siege_works,New carpentry techniques increase the health of siege units by +20%.,4,,0,600,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
69,68,,127842,ab,abbasid,abbasid,silk-bowstrings-4,Silk Bowstrings,technology,Stringing bows with silk grants Archers +2 range and Mounted Archers +1 range.,silk-bowstrings,Silk Bowstrings,upgrade_ranged_archer_silkstring,Stringing bows with silk grants Archers +2 range and Mounted Archers +1 range.,4,,0,700,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
70,69,,171822,ab,abbasid,abbasid,specialized-pick-2,Specialized Pick,technology,Increase Villagers' gathering rate for Gold and Stone by 15%.,specialized-pick,Specialized Pick,upgrade_econ_resource_gold_harvest_rate_2,Increase Villagers' gathering rate for Gold and Stone by 15%.,2,,0,100,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
71,70,,201753,ab,abbasid,abbasid,spice-roads-4,Spice Roads,technology,Increase the Gold income from Traders and Trade Ships by +30%.,spice-roads,Spice Roads,upgrade_trade_gold_income_abb,Increase the Gold income from Traders and Trade Ships by +30%.,4,,0,700,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
72,71,,2101638,ab,abbasid,abbasid,springald-crews-3,Springald Crews,technology,Springald Ships gain +1 range and attack 20% faster.,springald-crews,Springald Crews,upgrade_naval_springald_ship_upgrade_1,Springald Ships gain +1 range and attack 20% faster.,3,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
73,72,,127371,ab,abbasid,abbasid,springald-emplacement-3,Springald Emplacement,technology,Add a defensive springald emplacement to this structure.,springald-emplacement,Springald Emplacement,upgrade_keep_springald,Add a defensive springald emplacement to this structure.,3,,0,50,0,125,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
74,73,,2126345,ab,abbasid,abbasid,spyglass-4,Spyglass,technology,Increase the sight radius of Scouts by 30%.,spyglass,Spyglass,upgrade_scout_los_increase_abb,Increase the sight radius of Scouts by 30%.,4,,0,50,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
75,74,,188269,ab,abbasid,abbasid,steeled-arrow-2,Steeled Arrow,technology,Increase the ranged damage of all arrows and bolts by +1.,steeled-arrow,Steeled Arrow,upgrade_ranged_damage_i,Increase the ranged damage of all arrows and bolts by +1.,2,,0,125,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
76,75,,203467,ab,abbasid,abbasid,survival-techniques-1,Survival Techniques,technology,Increase Villagers' hunted meat gather rate by +15%.,survival-techniques,Survival Techniques,upgrade_econ_villager_hunting_gear_1,Increase Villagers' hunted meat gather rate by +15%.,1,,0,75,25,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
77,76,,2101653,ab,abbasid,abbasid,swivel-cannon-4,Swivel Cannon,technology,Springald Ships gain an additional Cannon which fires in 360 degrees.,swivel-cannon,Swivel Cannon,upgrade_naval_swivel_cannon,Springald Ships gain an additional Cannon which fires in 360 degrees.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
78,77,,2033749,ab,abbasid,abbasid,teak-masts-3,Teak Masts,technology,Increase the health of military ships by +10%.,teak-masts,Teak Masts,upgrade_naval_teak_masts_abb,Increase the health of military ships by +10%.,3,,0,125,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
79,78,,2045367,ab,abbasid,abbasid,textiles-2,Textiles,technology,Increase Villagers' health by +50%.,textiles,Textiles,upgrade_villager_health,Increase Villagers' health by +50%.,2,,50,100,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
80,79,,2103125,ab,abbasid,abbasid,tithe-barns-4,Tithe Barns,technology,"Relics placed in a Mosque provide an income of +40 Food, +40 Wood, and +10 Stone every minute.",tithe-barns,Tithe Barns,upgrade_unit_religious_tithe_barn_4_abb,"Relics placed in a Mosque provide an income of +40 Food, +40 Wood, and +10 Stone every minute.",4,,0,500,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
81,80,,2033118,ab,abbasid,abbasid,trade-wing-1,Trade Wing,technology,"Constructs the Trade Wing. Acts as a home market and grants 3, 4, or 5 Traders upon completion (based on Age).
Unlocks:
•Armored Caravans (Age II)
•Grand Bazaar (Age III)
•Spice Roads (Age IV)",trade-wing,Trade Wing,upgrade_add_trade_wing,"Constructs the Trade Wing. Acts as a home market and grants 3, 4, or 5 Traders upon completion (based on Age).
Unlocks:
•Armored Caravans (Age II)
•Grand Bazaar (Age III)
•Spice Roads (Age IV)",1,,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
82,81,,188267,ab,abbasid,abbasid,wedge-rivets-3,Wedge Rivets,technology,Increase the ranged armor of all non-siege units by +1.,wedge-rivets,Wedge Rivets,upgrade_ranged_armor_ii,Increase the ranged armor of all non-siege units by +1.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
83,82,,129091,ab,abbasid,abbasid,wheelbarrow-1,Wheelbarrow,technology,Increase the carry capacity of Villagers by +5 and their movement speed by +15%.,wheelbarrow,Wheelbarrow,upgrade_unit_town_center_wheelbarrow_1,Increase the carry capacity of Villagers by +5 and their movement speed by +15%.,1,,0,150,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
84,83,,130999,ja,japanese,japanese,adjustable-crossbars-4,Adjustable Crossbars,technology,"Increases Mangonel range by +1, blast radius by +100%, and adds +1 projectile to attacks.",adjustable-crossbars,Adjustable Crossbars,upgrade_siege_adjustable_crossbar,"Increases Mangonel range by +1, blast radius by +100%, and adds +1 projectile to attacks.",4,,0,1200,1000,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
85,84,,188268,ja,japanese,japanese,angled-surfaces-4,Angled Surfaces,technology,Increase the ranged armor of all non-siege units by +1.,angled-surfaces,Angled Surfaces,upgrade_ranged_armor_iii,Increase the ranged armor of all non-siege units by +1.,4,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
86,85,,196879,ja,japanese,japanese,armored-hull-3,Armored Hull,technology,Increase the health of all military ships by +20% and ranged armor by +1.,armored-hull,Armored Hull,upgrade_naval_armored_hull,Increase the health of all military ships by +20% and ranged armor by +1.,3,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
87,86,,127325,ja,japanese,japanese,arrowslits-2,Arrowslits,technology,Add defensive arrowslits to this structure and increase garrison arrow range by +1. Only one weapon emplacement can be added.,arrowslits,Arrowslits,upgrade_outpost_arrowslits,Add defensive arrowslits to this structure and increase garrison arrow range by +1. Only one weapon emplacement can be added.,2,,0,25,0,50,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
88,87,,188270,ja,japanese,japanese,balanced-projectiles-3,Balanced Projectiles,technology,Increase the ranged damage of all arrows and bolts by +1.,balanced-projectiles,Balanced Projectiles,upgrade_ranged_damage_ii,Increase the ranged damage of all arrows and bolts by +1.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
89,88,,127850,ja,japanese,japanese,biology-4,Biology,technology,Investing in natural sciences increases the health of all cavalry by +30%.,biology,Biology,upgrade_tech_university_biology,Investing in natural sciences increases the health of all cavalry by +30%.,4,,500,1000,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
90,89,,128447,ja,japanese,japanese,boiling-oil-3,Boiling Oil,technology,Towers and Keeps gain a boiling oil attack against nearby units that deals 30 damage.,boiling-oil,Boiling Oil,upgrade_tech_university_murder_holes_4,Towers and Keeps gain a boiling oil attack against nearby units that deals 30 damage.,3,,0,500,0,200,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
91,90,,2157994,ja,japanese,japanese,bunrei-4,Bunrei,technology,Increases the maximum number of Yorishiro by +2. Immediately produces 2 Yorishiro at the Floating Gate.,bunrei,Bunrei,upgrade_shrine_bunrei_jpn,Increases the maximum number of Yorishiro by +2. Immediately produces 2 Yorishiro at the Floating Gate.,4,,0,400,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
92,91,,185626,ja,japanese,japanese,cannon-emplacement-4,Cannon Emplacement,technology,Add a defensive cannon emplacement to this structure.,cannon-emplacement,Cannon Emplacement,upgrade_keep_cannon,Add a defensive cannon emplacement to this structure.,4,,0,125,0,375,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
93,92,,124734,ja,japanese,japanese,chemistry-4,Chemistry,technology,Advancements in alchemical research increase the bonus damage of all gunpowder siege weapons by +25%.,chemistry,Chemistry,upgrade_siege_chemistry,Advancements in alchemical research increase the bonus damage of all gunpowder siege weapons by +25%.,4,,200,650,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
94,93,,2127541,ja,japanese,japanese,copper-plating-3,Copper Plating,technology,Improves the fire and ranged armor of ships by +2.,copper-plating,Copper Plating,upgrade_copper_plating_jpn,Improves the fire and ranged armor of ships by +2.,3,,0,150,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
95,94,,128427,ja,japanese,japanese,court-architects-4,Court Architects,technology,Patronage of the finest builders increases all building health by +30%.,court-architects,Court Architects,upgrade_tech_university_architecture_4,Patronage of the finest builders increases all building health by +30%.,4,,0,700,0,300,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
96,95,,2136381,ja,japanese,japanese,crosscut-saw-4,Crosscut Saw,technology,Increase Villagers' gathering rate for Wood by 15% and Wood gatherers carry capacity by +5.,crosscut-saw,Crosscut Saw,upgrade_econ_resource_wood_harvest_rate_4_jpn,Increase Villagers' gathering rate for Wood by 15% and Wood gatherers carry capacity by +5.,4,,250,500,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
97,96,,2127599,ja,japanese,japanese,cupellation-4,Cupellation,technology,Gold gatherers drop off 15% more resources.,cupellation,Cupellation,upgrade_econ_resource_gold_harvest_rate_4_jpn,Gold gatherers drop off 15% more resources.,4,,0,500,250,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
98,97,,2126951,ja,japanese,japanese,daimyo-manor-1,Daimyo Manor,technology,"Increases the production cap of Bannerman Samurai by +1 and provides a free Villager.
Increases Town Center health by +1000, adds an additional arrow slit, and adds an aura which enhances Villagers harvest rate from Farms by +20%.",daimyo-manor,Daimyo Manor,upgrade_capital_tier_1_jpn,"Increases the production cap of Bannerman Samurai by +1 and provides a free Villager.
Increases Town Center health by +1000, adds an additional arrow slit, and adds an aura which enhances Villagers harvest rate from Farms by +20%.",1,,0,0,0,225,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
99,98,,2122005,ja,japanese,japanese,daimyo-palace-2,Daimyo Palace,technology,"Increases the production cap of Bannerman Samurai by +2 and provides a free Villager.
Increases Town Center health by +2000, fire armor by +2, adds an additional arrow slit, and adds an aura which enhances Villagers harvest rate from Farms by +40%.",daimyo-palace,Daimyo Palace,upgrade_capital_tier_2_jpn,"Increases the production cap of Bannerman Samurai by +2 and provides a free Villager.
Increases Town Center health by +2000, fire armor by +2, adds an additional arrow slit, and adds an aura which enhances Villagers harvest rate from Farms by +40%.",2,,0,0,0,600,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
100,99,,2127554,ja,japanese,japanese,do-maru-armor-4,Do-maru Armor,technology,Increase Mounted Samurai move speed by +10% while Deflective Armor is active.,do-maru-armor,Do-maru Armor,upgrade_marudo_armor_jpn,Increase Mounted Samurai move speed by +10% while Deflective Armor is active.,4,,0,200,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
101,100,,2136379,ja,japanese,japanese,double-broadax-2,Double Broadax,technology,Increase Villagers' gathering rate for Wood by 15%.,double-broadax,Double Broadax,upgrade_econ_resource_wood_harvest_rate_2_jpn,Increase Villagers' gathering rate for Wood by 15%.,2,,50,100,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
102,101,,2033746,ja,japanese,japanese,drift-nets-3,Drift Nets,technology,"Increase the gathering rate of Fishing Ships by +10%, carry capacity by +20 and move speed by +10%.",drift-nets,Drift Nets,upgrade_econ_drift_nets,"Increase the gathering rate of Fishing Ships by +10%, carry capacity by +20 and move speed by +10%.",3,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
103,102,,196883,ja,japanese,japanese,explosives-4,Explosives,technology,Increase the damage of Incendiary Ships by +40%.,explosives,Explosives,upgrade_naval_explosives,Increase the damage of Incendiary Ships by +40%.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
104,103,,2033745,ja,japanese,japanese,extended-lines-2,Extended Lines,technology,Increase the gathering rate of Fishing Ships by +15% and carry capacity by +10.,extended-lines,Extended Lines,upgrade_econ_extended_lines,Increase the gathering rate of Fishing Ships by +15% and carry capacity by +10.,2,,0,175,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
105,104,,2101642,ja,japanese,japanese,extra-hammocks-3,Extra Hammocks,technology,Increases the number of arrows fired by Archer Ships by +1.,extra-hammocks,Extra Hammocks,upgrade_naval_extra_hammocks,Increases the number of arrows fired by Archer Ships by +1.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
106,105,,188116,ja,japanese,japanese,fitted-leatherwork-2,Fitted Leatherwork,technology,Increase the melee armor of all non-siege units by +1.,fitted-leatherwork,Fitted Leatherwork,upgrade_melee_armor_i,Increase the melee armor of all non-siege units by +1.,2,,50,125,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
107,106,,2158004,ja,japanese,japanese,five-mountain-ministries-4,Five Mountain Ministries,technology,Buddhist Temples cast Sohei Sutra on a nearby enemy every 6 seconds.,five-mountain-ministries,Five Mountain Ministries,upgrade_temple_fivemountain_jpn,Buddhist Temples cast Sohei Sutra on a nearby enemy every 6 seconds.,4,,0,750,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
108,107,,2136382,ja,japanese,japanese,forestry-1,Forestry,technology,Double the rate at which Villagers chop down trees.,forestry,Forestry,upgrade_econ_resource_wood_fell_rate_1_jpn,Double the rate at which Villagers chop down trees.,1,,25,50,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
109,108,,127331,ja,japanese,japanese,fortify-outpost-2,Fortify Outpost,technology,Add +1000 health and +5 fire armor to this Outpost.,fortify-outpost,Fortify Outpost,upgrade_outpost_stone,Add +1000 health and +5 fire armor to this Outpost.,2,,0,0,0,100,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
110,109,,2137906,ja,japanese,japanese,fudasashi-3,Fudasashi,technology,"Increase the carry capacity of Villagers by +3, their movement speed by +7%, and +25% gather rate from Berry Bushes.",fudasashi,Fudasashi,upgrade_unit_town_center_wheelbarrow_3_jpn,"Increase the carry capacity of Villagers by +3, their movement speed by +7%, and +25% gather rate from Berry Bushes.",3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
111,110,,127863,ja,japanese,japanese,geometry-4,Geometry,technology,Increase damage of Trebuchets by +20%.,geometry,Geometry,upgrade_siege_mathematics,Increase damage of Trebuchets by +20%.,4,,0,225,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
