id,IDUnit,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
53,52,,4489795,ja,japanese,japanese,mounted-samurai-3,Mounted Samurai,unit,"Expensive cavalry with high damage and a powerful charge attack. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",mounted-samurai,Mounted Samurai,unit_knight_3_jpn,"Expensive cavalry with high damage and a powerful charge attack. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",3,230.0,140,110,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
54,53,,6119866,ja,japanese,japanese,mounted-samurai-4,Elite Mounted Samurai,unit,"Expensive cavalry with high damage and a powerful charge attack. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",mounted-samurai,Elite Mounted Samurai,unit_knight_4_jpn,"Expensive cavalry with high damage and a powerful charge attack. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",4,270.0,140,110,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
55,54,,2127199,ja,japanese,japanese,onna-bugeisha-2,Onna-Bugeisha,unit,"Light melee infantry with fast attack speed and long weapon range.
+ Fast attack speed
+ Fast move speed
+ Long weapon range
- Weak against armored targets
- Countered by Archers, Knights",onna-bugeisha,Onna-Bugeisha,unit_onna_bugeisha_2_jpn,"Light melee infantry with fast attack speed and long weapon range.
+ Fast attack speed
+ Fast move speed
+ Long weapon range
- Weak against armored targets
- Countered by Archers, Knights",2,85.0,60,20,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
56,55,,2127200,ja,japanese,japanese,onna-bugeisha-3,Veteran Onna-Bugeisha,unit,"Light melee infantry with fast attack speed and long weapon range.
+ Fast attack speed
+ Fast move speed
+ Long weapon range
- Weak against armored targets
- Countered by Archers, Knights",onna-bugeisha,Veteran Onna-Bugeisha,unit_onna_bugeisha_3_jpn,"Light melee infantry with fast attack speed and long weapon range.
+ Fast attack speed
+ Fast move speed
+ Long weapon range
- Weak against armored targets
- Countered by Archers, Knights",3,100.0,60,20,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
57,56,,2127201,ja,japanese,japanese,onna-bugeisha-4,Elite Onna-Bugeisha,unit,"Light melee infantry with fast attack speed and long weapon range.
+ Fast attack speed
+ Fast move speed
+ Long weapon range
- Weak against armored targets
- Countered by Archers, Knights",onna-bugeisha,Elite Onna-Bugeisha,unit_onna_bugeisha_4_jpn,"Light melee infantry with fast attack speed and long weapon range.
+ Fast attack speed
+ Fast move speed
+ Long weapon range
- Weak against armored targets
- Countered by Archers, Knights",4,135.0,60,20,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
58,57,,2121972,ja,japanese,japanese,onna-musha-3,Onna-Musha,unit,"Highly mobile ranged cavalry effective against heavy units.
+ Fast move speed
+ Long weapon range
+ Bonus damage vs. heavy units
- Weak vs ranged units",onna-musha,Onna-Musha,unit_horsearcher_3_jpn,"Highly mobile ranged cavalry effective against heavy units.
+ Fast move speed
+ Long weapon range
+ Bonus damage vs. heavy units
- Weak vs ranged units",3,80.0,80,60,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
59,58,,2121980,ja,japanese,japanese,onna-musha-4,Elite Onna-Musha,unit,"Highly mobile ranged cavalry effective against heavy units.
+ Fast move speed
+ Long weapon range
+ Bonus damage vs. heavy units
- Weak vs ranged units",onna-musha,Elite Onna-Musha,unit_horsearcher_4_jpn,"Highly mobile ranged cavalry effective against heavy units.
+ Fast move speed
+ Long weapon range
+ Bonus damage vs. heavy units
- Weak vs ranged units",4,95.0,80,60,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
60,59,,2124339,ja,japanese,japanese,ozutsu-4,Ozutsu,unit,"Ranged infantry equipped with a huge gunpowder weapon that has good weapon range, siege, and splash damage.
+ Anti-building
+ Area damage
- Slow move speed
- Slow attack speed
- Countered by Horsemen and Crossbowmen",ozutsu,Ozutsu,unit_ozutsu_4_jpn,"Ranged infantry equipped with a huge gunpowder weapon that has good weapon range, siege, and splash damage.
+ Anti-building
+ Area damage
- Slow move speed
- Slow attack speed
- Countered by Horsemen and Crossbowmen",4,160.0,85,155,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
61,60,,2143534,ja,japanese,japanese,ribauldequin-4,Ribauldequin,unit,"Five-barreled gunpowder weapon effective against massed units. Deals little damage to buildings.
+ Can hit multiple targets in a single volley
- Short range
- Low ranged armor",ribauldequin,Ribauldequin,unit_ribauldequin_4_jpn,"Five-barreled gunpowder weapon effective against massed units. Deals little damage to buildings.
+ Can hit multiple targets in a single volley
- Short range
- Low ranged armor",4,225.0,0,500,350,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
62,61,,2121968,ja,japanese,japanese,samurai-1,Samurai,unit,"Heavy infantry with good damage and defense. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
- Slow move speed
- Countered by Knights, Lancers, and Crossbowmen",samurai,Samurai,unit_samurai_1_jpn,"Heavy infantry with good damage and defense. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
- Slow move speed
- Countered by Knights, Lancers, and Crossbowmen",1,100.0,100,30,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
63,62,,2121967,ja,japanese,japanese,samurai-2,Hardened Samurai,unit,"Heavy infantry with good damage and defense. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
- Slow move speed
- Countered by Knights, Lancers, and Crossbowmen",samurai,Hardened Samurai,unit_samurai_2_jpn,"Heavy infantry with good damage and defense. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
- Slow move speed
- Countered by Knights, Lancers, and Crossbowmen",2,120.0,100,30,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
64,63,,2124176,ja,japanese,japanese,samurai-3,Veteran Samurai,unit,"Heavy infantry with good damage and defense. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
- Slow move speed
- Countered by Knights, Lancers, and Crossbowmen",samurai,Veteran Samurai,unit_samurai_3_jpn,"Heavy infantry with good damage and defense. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
- Slow move speed
- Countered by Knights, Lancers, and Crossbowmen",3,155.0,100,30,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
65,64,,2124177,ja,japanese,japanese,samurai-4,Elite Samurai,unit,"Heavy infantry with good damage and defense. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
- Slow move speed
- Countered by Knights, Lancers, and Crossbowmen",samurai,Elite Samurai,unit_samurai_4_jpn,"Heavy infantry with good damage and defense. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Heavy armor
+ Deflective Armor recharges out of combat
- Slow move speed
- Countered by Knights, Lancers, and Crossbowmen",4,180.0,100,30,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
66,65,,6075109,ja,japanese,japanese,scout-1,Scout,unit,"Lightly armed cavalry effective at exploring the world, hunting wildlife, and herding Sheep.
+ Able to see into Stealth Forests
+ Health regeneration
+ High movement speed
- Very weak in combat",scout,Scout,unit_scout_1_jpn,"Lightly armed cavalry effective at exploring the world, hunting wildlife, and herding Sheep.
+ Able to see into Stealth Forests
+ Health regeneration
+ High movement speed
- Very weak in combat",1,110.0,70,0,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
67,66,,2151449,ja,japanese,japanese,shinobi-2,Shinobi,unit,"Melee infantry that specializes in scouting, sabotage, and assassination.
+ Disguise as enemy Villagers
+ Bonus damage vs. melee
+ Health regeneration
- Capital Town Centers, Outposts, and Scouts can spot disguises

Heals passively.",shinobi,Shinobi,unit_shinobi_2_free_jpn,"Melee infantry that specializes in scouting, sabotage, and assassination.
+ Disguise as enemy Villagers
+ Bonus damage vs. melee
+ Health regeneration
- Capital Town Centers, Outposts, and Scouts can spot disguises

Heals passively.",2,80.0,0,0,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
68,67,,2124341,ja,japanese,japanese,shinto-priest-3,Shinto Priest,unit,"Support unit with unique privileges to hold and deposit Yorishiro into buildings. Can pick up Relics, convert enemy units, and capture Sacred Sites.
+ Yorishiro provide unique bonuses
+ Heals friendly units
- Slow move speed",shinto-priest,Shinto Priest,unit_monk_shinto_3_jpn,"Support unit with unique privileges to hold and deposit Yorishiro into buildings. Can pick up Relics, convert enemy units, and capture Sacred Sites.
+ Yorishiro provide unique bonuses
+ Heals friendly units
- Slow move speed",3,90.0,0,150,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
69,68,,5450004,ja,japanese,japanese,siege-tower-2,Siege Tower,unit,"Tall infantry transport with no combat capability. Allows garrisoned infantry to be unloaded directly onto Stone Walls.
+ High ranged armor
- Cannot attack
- Slow movement speed",siege-tower,Siege Tower,unit_siege_tower_3_jpn,"Tall infantry transport with no combat capability. Allows garrisoned infantry to be unloaded directly onto Stone Walls.
+ High ranged armor
- Cannot attack
- Slow movement speed",2,480.0,0,0,125,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
70,69,,4830033,ja,japanese,japanese,spearman-1,Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Spearman,unit_spearman_1_jpn,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",1,80.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
71,70,,3688536,ja,japanese,japanese,spearman-2,Hardened Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Hardened Spearman,unit_spearman_2_jpn,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",2,90.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
72,71,,6201479,ja,japanese,japanese,spearman-3,Veteran Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Veteran Spearman,unit_spearman_3_jpn,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",3,110.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
73,72,,6816972,ja,japanese,japanese,spearman-4,Elite Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Elite Spearman,unit_spearman_4_jpn,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",4,130.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
74,73,,4856887,ja,japanese,japanese,springald-3,Springald,unit,"Anti-unit siege weapon. Fires bolts that pierce multiple units.
+ Does not require setup to fire
+ Bonus damage vs. melee infantry
- Trivial damage vs. buildings",springald,Springald,unit_springald_3_jpn,"Anti-unit siege weapon. Fires bolts that pierce multiple units.
+ Does not require setup to fire
+ Bonus damage vs. melee infantry
- Trivial damage vs. buildings",3,75.0,0,100,150,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
75,74,,2672613,ja,japanese,japanese,trade-ship-2,Trade Ship,unit,"Trade Ships generate Gold and Wood when assigned to a trade route with a Coastal Trade Post or another player's Dock.
- No combat",trade-ship,Trade Ship,unit_naval_trade_ship_3_jpn,"Trade Ships generate Gold and Wood when assigned to a trade route with a Coastal Trade Post or another player's Dock.
- No combat",2,225.0,0,100,100,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
76,75,,3765649,ja,japanese,japanese,trader-1,Trader,unit,"Traders generate Gold when assigned to trade with a Trade Post or another player’s Market. The distance between the trade target and Market determines the amount of Gold. Once assigned to trade, the Trader makes repeated trips between its Home Market and the trade target. You can assign a new Home Market if you wish to.",trader,Trader,unit_trade_cart_jpn,"Traders generate Gold when assigned to trade with a Trade Post or another player’s Market. The distance between the trade target and Market determines the amount of Gold. Once assigned to trade, the Trader makes repeated trips between its Home Market and the trade target. You can assign a new Home Market if you wish to.",1,90.0,0,60,60,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
77,76,,7831339,ja,japanese,japanese,transport-ship-2,Transport Ship,unit,"Large oared vessel able to transport land units across water.
+ Can be garrisoned by any unit
+ Uses sight range of units in garrison
- No combat",transport-ship,Transport Ship,unit_naval_transport_ship_2_jpn,"Large oared vessel able to transport land units across water.
+ Can be garrisoned by any unit
+ Uses sight range of units in garrison
- No combat",2,400.0,0,0,100,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
78,77,,2127064,ja,japanese,japanese,uma-bannerman-2,Uma Bannerman,unit,"Mounted Samurai with an aura that increases damage of cavalry. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Banner drops on death
+ Fast move speed
+ Heavy armor
- Countered by Spearmen and Crossbowmen",uma-bannerman,Uma Bannerman,unit_banner_samurai_cavalry_2_jpn,"Mounted Samurai with an aura that increases damage of cavalry. Comes with the Deflective Armor ability that periodically blocks attacks.
+ Banner drops on death
+ Fast move speed
+ Heavy armor
- Countered by Spearmen and Crossbowmen",2,230.0,140,110,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
79,78,,2148179,ja,japanese,japanese,villager-1,Villager,unit,"Gathers Wood, Food, Stone, and Gold. Builds and repairs buildings and can repair siege engines and naval units.
- Weak in combat.
When 5 or more stone is deposited an extra 20% gold is produced and when 5 or more gold is deposited an extra 20% stone is produced.",villager,Villager,unit_villager_free_jpn,"Gathers Wood, Food, Stone, and Gold. Builds and repairs buildings and can repair siege engines and naval units.
- Weak in combat.
When 5 or more stone is deposited an extra 20% gold is produced and when 5 or more gold is deposited an extra 20% stone is produced.",1,50.0,0,0,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
80,79,,2522875,ja,japanese,japanese,war-junk-3,War Junk,unit,"Ship equipped with broadside ballistae.
+ Strong against Arrow Ships
- Lower maneuverability",war-junk,War Junk,unit_naval_combat_ship_2_jpn,"Ship equipped with broadside ballistae.
+ Strong against Arrow Ships
- Lower maneuverability",3,450.0,110,30,200,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
